2590,2590,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2590,2590,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2590,2590,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2591,2591,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2591,2591,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2591,2591,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2592,2592,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2592,2592,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2592,2592,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2593,2593,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2593,2593,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2593,2593,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2594,2594,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2594,2594,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2594,2594,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2595,2595,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2595,2595,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2595,2595,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2596,2596,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2596,2596,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2596,2596,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2597,2597,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2597,2597,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2597,2597,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2598,2598,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2598,2598,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2598,2598,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2599,2599,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2599,2599,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2599,2599,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2600,2600,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2600,2600,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2600,2600,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2601,2601,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2601,2601,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2601,2601,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2602,2602,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2602,2602,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2602,2602,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2603,2603,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2603,2603,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2603,2603,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2604,2604,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2604,2604,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2604,2604,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2605,2605,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2605,2605,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2605,2605,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2606,2606,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2606,2606,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2606,2606,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2607,2607,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2607,2607,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2607,2607,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2608,2608,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2608,2608,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2608,2608,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2609,2609,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2609,2609,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2609,2609,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2610,2610,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2610,2610,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2610,2610,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2611,2611,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2611,2611,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2611,2611,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2612,2612,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2612,2612,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2612,2612,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2613,2613,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2613,2613,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2613,2613,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2614,2614,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2614,2614,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2614,2614,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2615,2615,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2615,2615,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2615,2615,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2616,2616,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2616,2616,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2616,2616,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2617,2617,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2617,2617,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2617,2617,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2618,2618,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2618,2618,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2618,2618,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2619,2619,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2619,2619,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2619,2619,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2620,2620,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2620,2620,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2620,2620,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2621,2621,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2621,2621,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2621,2621,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2622,2622,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2622,2622,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2622,2622,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2623,2623,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2623,2623,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2623,2623,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2624,2624,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2624,2624,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2624,2624,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2625,2625,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2625,2625,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2625,2625,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2626,2626,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2626,2626,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2626,2626,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2627,2627,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2627,2627,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2627,2627,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2628,2628,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2628,2628,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2628,2628,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2629,2629,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2629,2629,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2629,2629,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2630,2630,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2630,2630,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2630,2630,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2631,2631,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2631,2631,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2631,2631,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2632,2632,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2632,2632,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2632,2632,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
2633,2633,"ANTONIO SILVA","ANTONIO SILVA",00000000000000,00000000000000,620.548.853-12,620.548.853-12,,,"RUA CENTRAL","RUA CENTRAL",23,23,"AP 23","AP 23",CENTRO,CENTRO,18010-080,18010-080,SP,SP,9450,9450,15-98765-8765,15-98765-8765,2633,2633,1,1,1,1,"GlobalNet Gen5 10MB","GlobalNet Gen5 10MB",59.99,59.99,10000,10000,10000,10000,Sorocaba,Sorocaba,2633,2633,2019-02-15,2019-02-15,2019-02-10,2019-02-10,59.99,59.99,59.99,59.99,0.00,0.00,59.99,59.99,PA,PA,307,307,"Não contribuinte","Não contribuinte"
